Piece,Type,Key,Difficulty,Date,Ensemble
Giles Hobies his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Nicholas Gryffith his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 7-course
Nicholas Gryffith his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 7-course
Nicholas Gryffith his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 7-course
Thomas Collier his galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Thomas Collier his galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Thomas Collier his galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Captain Digorie Piper his galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Captain Digorie Piper his galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Captain Digorie Piper his galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Mr. Buctons galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Mr. Buctons galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Mr. Buctons galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Mistress Nichols allemande,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Mistress Nichols allemande,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
George Whitehead his almand,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
George Whitehead his almand,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
George Whitehead his almand,allemande,CM,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
,fantasia,EM,5.0,1610,6-course
,fantasia,Dm,4.0,1610,7-course
,fantasia,Dm,4.0,1610,6-course
,fantasia,Dm,5.0,1610,6-course
,fantasia,Fm,5.0,1610,6-course
,fantasia,Dm,5.0,1610,7-course
1a. A Fantasy,fantasia,GM,6.0,1610,7-course
,pavane,Dm,6.0,1610,8-course
,pavane,Gm,4.0,1610,8-course
Pavane,pavane,Gm,4.0,1610,8-course
,pavane,Gm,4.0,1610,7-course
,pavane,Gm,4.0,1610,7-course
,pavane,Cm,6.0,1610,7-course
,pavane,DM,6.0,1610,8-course
,pavane,FM,5.0,1610,6-course
,pavane,DM,6.0,1610,7-course
,pavane,DM,6.0,1610,8-course
40. The King of Denmarks Galliard,galliard,DM,6.0,1610,8-course
40. The King of Denmarks Galliard,galliard,DM,6.0,1610,8-course
,galliard,GM,4.0,1610,6-course
,galliard,GM,4.0,1610,6-course
,galliard,Cm,4.0,1610,6-course
,galliard,GM,5.0,1610,8-course
,galliard,GM,4.0,1610,8-course
,galliard,Cm,4.0,1610,7-course
,galliard,Cm,4.0,1610,7-course
,galliard,Cm,3.0,1610,7-course
,galliard,Gm,4.0,1610,8-course
,galliard,Gm,4.0,1610,8-course
,galliard,Gm,4.0,1610,9-course
,allemande,GM,6.0,1610,7-course
Monsieurs allemande,allemande,GM,6.0,1610,7-course
,allemande masque,FM,4.0,1610,7-course
,allemande masque,FM,4.0,1610,7-course
,allemande masque,Fm,4.0,1610,7-course
,dance,GM,4.0,1610,7-course
,allemande,FM,5.0,1610,7-course
,coranto,Fm,3.0,1610,7-course
,coranto,Fm,3.0,1610,7-course
,coranto,Fm,3.0,1610,8-course
Mounsier Saman his coranto,coranto,CM,3.0,1610,8-course
Mounsier Saman his coranto,coranto,CM,3.0,1610,8-course
,coranto,CM,3.0,1610,9-course
,coranto,EbM,4.0,1610,9-course
,coranto,Fm,3.0,1610,9-course
,coranto,CM,3.0,1610,9-course
,volta,Cm,4.0,1610,9-course
,volta,Cm,3.0,1610,9-course
,volta,Cm,3.0,1610,9-course
,volta,EbM,3.0,1610,8-course
,volta,Cm,3.0,1610,9-course
,volta,Cm,3.0,1610,8-course
,volta,BbM,3.0,1610,7-course
,fantasia,GM,3.0,1556,6-course
,fantasia,CM,3.0,1556,6-course
,fantasia,Dm,4.0,1556,6-course
,fantasia,Em,4.0,1556,6-course
,vocal intabulation lied,Gm,3.0,1556,6-course
,vocal intabulation lied,Am,3.0,1556,6-course
,vocal intabulation lied,GM,3.0,1556,6-course
,vocal intabulation chanson,Fm,4.0,1556,6-course
,vocal intabulation chanson,Gm,4.0,1556,6-course
,vocal intabulation madrigal,BbM,4.0,1556,6-course
,vocal intabulation chanson,FM,4.0,1556,6-course
,vocal intabulation chanson,Em,3.0,1556,6-course
,vocal intabulation chanson,GM,4.0,1556,6-course
,vocal intabulation madrigal,Gm,3.0,1556,6-course
,vocal intabulation chanson,Gm,4.0,1556,6-course
,vocal intabulation chanson,GM,4.0,1556,6-course
,vocal intabulation chanson,GM,4.0,1556,6-course
,vocal intabulation madrigal,Gm,4.0,1556,6-course
,vocal intabulation chanson,Gm,4.0,1556,6-course
,vocal intabulation madrigal,GM,4.0,1556,6-course
,vocal intabulation madrigal,Gm,4.0,1556,6-course
,vocal intabulation chanson,GM,4.0,1556,6-course
,vocal intabulation chanson,Dm,4.0,1556,6-course
,passamezzo antico saltarello,Cm,3.0,1556,6-course
,passamezzo antico saltarello,Dm,3.0,1556,6-course
,passamezzo antico saltarello,Fm,3.0,1556,6-course
,passamezzo antico saltarello,Gm,3.0,1556,6-course
,dance,FM,3.0,1556,6-course
,vocal intabulation madrigal,Fm,3.0,1556,6-course
,galliard,CM,3.0,1556,6-course
,dance,Dm,3.0,1556,6-course
,dance,CM,3.0,1556,6-course
,dance,CM,3.0,1556,6-course
,dance,GM,3.0,1556,6-course
,liturgical motet,FM,3.0,1556,6-course
,liturgical motet,GM,3.0,1556,6-course
,liturgical motet,Gm,3.0,1556,6-course
,liturgical motet,Am,3.0,1556,6-course
,liturgical motet,CM,4.0,1556,6-course
,liturgical motet vocal intabulation,Gm,4.0,1556,6-course
,romanesca popular theme,BbM,2.0,1520,6-course
,pavaniglia,Gm,2.0,1520,6-course
Ricercar,ricercar,CM,2.0,1500,6-course
Ricercar,ricercar,Em,3.0,1500,6-course
Spagna,basse dance la spagna la spagna-harmony,Gm,3.0,1500,6-course
,gassenhauer galliard,Fm,3.0,c.1570,6-course
,balletto,BbM,3.0,c.1570,6-course
,galliard,BbM,3.0,c.1570,6-course
,fantasia,FM,3.0,c.1570,6-course
,fantasia,Dm,3.0,c.1570,6-course
,fantasia,Am,3.0,c.1570,6-course
,fantasia,DM,3.0,c.1570,6-course
,fantasia,CM,3.0,c.1570,6-course
,fantasia,CM,3.0,c.1570,6-course
,ricercar,FM,3.0,c.1570,6-course
,vocal intabulation popular theme,Gm,2.0,c.1570,6-course
,fantasia,FM,3.0,c.1570,6-course
,galliard,Dm,3.0,c.1570,6-course
,villanella,Dm,3.0,c.1570,6-course
,vocal intabulation,Gm,3.0,c.1570,6-course
,pavane,BbM,4.0,c.1570,6-course
,balletto,FM,3.0,c.1570,6-course
,ballet,Fm,3.0,c.1605,10-course
,prelude fragment,FM,3.0,c.1605,6-course
,bergamasca,CM,3.0,c.1605,7-course
,bourrée,CM,3.0,c.1605,9-course
,ballet,FM,3.0,c.1605,7-course
,air de cour,FM,3.0,c.1605,7-course
,ballet,CM,3.0,c.1605,9-course
,bourrée,Cm,3.0,c.1605,6-course
,air de cour,BbM,3.0,c.1605,6-course
,fragment,CM,1.0,c.1605,6-course
,unknown,CM,1.0,c.1605,6-course
,unknown,EbM,2.0,1510,6-course
,vocal intabulation,EbM,3.0,1510,6-course
,pavane saltarello piva,BbM,3.0,1510,6-course
,vocal intabulation,FM,3.0,1510,6-course
,vocal intabulation,FM,3.0,1510,6-course
,vocal intabulation chanson,Cm,3.0,1510,6-course
,vocal intabulation barzelletta,EbM,3.0,1510,6-course
,ricercar,Dm,4.0,1510,6-course
,vocal intabulation benedictus,Gm,3.0,1510,6-course
,vocal intabulation frottola,Gm,4.0,1510,6-course
,pavane,CM,3.0,1510,6-course
,vocal intabulation barzelletta,BbM,4.0,1510,6-course
,lute song barzelletta,EbM,3.0,1510,6-course
,lute song strambotto,Gm,2.0,1510,6-course
,lute song,Fm,3.0,1510,6-course soprano
,lute song barzelletta,EbM,3.0,1510,6-course soprano
,lute song,Gm,3.0,1510,6-course soprano
,lute song barzelletta,Fm,3.0,1510,6-course alto
,lute song strambotto,Ab,3.0,1510,6-course
,lute song oda,EbM,2.0,1510,6-course alto
,lute song oda,FM,,1510,6-course alto
,lute song barzelletta,Cm,,1510,6-course
,lute song barzelletta,Fm,,1510,6-course alto
,exercise,Gm,,1510,6-course
,exercise,Gm,,1510,6-course
,ave maria,Em,,1510,6-course alto
,unknown,EbM,,1510,6-course
,calata,Cm,,1510,6-course
,lute song chanson,Cm,,1510,6-course soprano
,lute song chanson,Fm,,1510,6-course soprano
,lute song ave maria,BbM,,1510,6-course alto
Like hermit poor,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Like hermit poor,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Like hermit poor,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Like hermit poor,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Come home,lute song,Dm,3.0,1609,6-course 6-course bass viol soprano
Come home,lute song,Dm,3.0,1609,6-course 6-course bass viol soprano
Come home,lute song,Dm,3.0,1609,6-course 6-course bass viol soprano
Come home,lute song,Dm,3.0,1609,6-course 6-course bass viol soprano
Come away,lute song,Gm,3.0,1609,6-course 6-course bass viol alto
Come away,lute song,Gm,3.0,1609,6-course 6-course bass viol alto
Come away,lute song,Gm,3.0,1609,6-course 6-course bass viol alto
Come away,lute song,Gm,3.0,1609,6-course 6-course bass viol alto
Dear when to thee,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Dear when to thee,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Dear when to thee,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Dear when to thee,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Fain I would,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Fain I would,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Fain I would,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Fain I would,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Come my Celia,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Come my Celia,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Come My Celia,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Come my Celia,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Come my Celia,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
So so leave off,lute song,GM,3.0,1609,7-course 6-course bass viol soprano
So so leave off,lute song,GM,3.0,1609,8-course 6-course bass viol soprano
So so leave off,lute song,GM,3.0,1609,7-course 6-course bass viol soprano
So so leave off,lute song,GM,3.0,1609,7-course 6-course bass viol soprano
So so leave off,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Young and simple,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Young and simple,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Young and simple,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Young and simple,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Drown not with tears,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Drown not with tears,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Drown not with tears,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Drown not with tears,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
I am a lover,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
I am a lover,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
I am a lover,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
I am a lover,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Why stays the bridegroom,lute song,Am,3.0,1609,6-course 6-course bass viol soprano
Why stays the bridegroom,lute song,Am,3.0,1609,6-course 6-course bass viol soprano
Why stays the bridegroom,lute song,Am,3.0,1609,6-course 6-course bass viol soprano
Why stays the bridegroom,lute song,Am,3.0,1609,6-course 6-course bass viol soprano
Sing we then heroic grace,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
Sing we then heroic grace,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
Sing we then heroic grace,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
Sing we then heroic grace,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
With what new thoughts,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
With what new thoughts,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
With what new thoughts,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
With what new thoughts,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Fly from the world,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Fly from the world,lute song,Cm,3.0,1609,7-course 6-course bass viol soprano
Fly from the world,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Fly from the world,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Fly from the world,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Shall I seek to ease my grief,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Shall I seek to ease my grief,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Shall I seek to ease my grief,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
Shall I seek to ease my grief,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
If all these Cupids,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
If all these Cupids,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
If all these Cupids,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
If all these Cupids,lute song,Gm,3.0,1609,6-course 6-course bass viol soprano
So beauty on the waters stood,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
So beauty on the waters stood,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
So beauty on the waters stood,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
So beauty on the waters stood,lute song,CM,3.0,1609,6-course 6-course bass viol soprano
Had those that dwell,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Had those that dwell,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Had those that dwell,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Had those that dwell,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
If all the ages of the earth,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
If all the ages of the earth,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
If all the ages of the earth,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
If all the ages of the earth,lute song,GM,3.0,1609,6-course 6-course bass viol soprano
Unconstant love,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Unconstant love,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Unconstant love,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
Unconstant love,lute song,Cm,3.0,1609,6-course 6-course bass viol soprano
O eyes O mortal stars,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
O eyes O mortal stars,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
O eyes O mortal stars,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
O eyes O mortal stars,lute song,FM,3.0,1609,6-course 6-course bass viol soprano
Fair cruel nymph,lute song duet,Gm,3.0,1609,6-course 6-course bass viol tenor soprano
Fair cruel nymph,lute song duet,Gm,3.0,1609,6-course 6-course bass viol tenor soprano
Fair cruel nymph,lute song duet,Gm,3.0,1609,6-course 6-course bass viol tenor soprano
Fair cruel nymph,lute song duet,Gm,3.0,1609,6-course 6-course bass viol tenor soprano
What shall I wish?,lute song duet,Cm,3.0,1609,tenor 1:tenor tenor 2:tenor 6-course bass viol 6-course
What shall I wish?,lute song duet,Cm,3.0,1609,tenor 1:tenor tenor 2:tenor 6-course bass viol 6-course
What shall I wish?,lute song duet,Cm,3.0,1609,tenor 1:tenor tenor 2:tenor 6-course bass viol 6-course
What shall I wish?,lute song duet,Cm,3.0,1609,tenor 1:tenor tenor 2:tenor 6-course bass viol 6-course
Tell me O love,lute song duet,GM,3.0,1609,6-course 6-course bass viol tenor soprano
Tell me O love,lute song duet,GM,3.0,1609,6-course 6-course bass viol tenor soprano
Tell me O love,lute song duet,GM,3.0,1609,6-course 6-course bass viol tenor soprano
Tell me O love,lute song duet,GM,3.0,1609,6-course 6-course bass viol tenor soprano
4. Now I see thy looks were feigned,lute song madrigal,Gm,3.0,1607,6-course bass tenor alto soprano
4. Now I see thy looks were feigned,lute song madrigal,Gm,3.0,1607,6-course bass tenor alto soprano
4. Now I see thy looks were feigned,lute song madrigal,Gm,3.0,1607,6-course bass tenor alto soprano
Since first I saw your face,lute song madrigal,CM,3.0,1607,alto 1:alto alto 2:alto tenor bass 7-course
,fantasia,Fm,4.0,1600,9-course
,fantasia,GM,4.0,1600,8-course
,passamezzo passamezzo-harmony,Dm,3.0,1600,9-course
,passamezzo passamezzo-harmony,FM,3.0,1600,9-course
,passamezzo passamezzo-harmony,Gm,3.0,1600,8-course
,branle de poictou,Cm,3.0,1600,9-course
,branle de poictou,Cm,3.0,1600,9-course
,branle de poictou,Cm,3.0,1600,9-course
